1, 114
2, 121
3, 105
4, 103
5, 104
6, 106
7, 114
8, 107
9, 107
10, 108
11, 113
12, 114
13, 118
14, 118
15, 116
16, 102
17, 104
18, 103
19, 107
20, 103
21, 106
22, 104
23, 112
24, 105
25, 109
26, 107
27, 104
28, 105
29, 110
30, 102
31, 105
32, 106
33, 105
34, 112
35, 109
36, 104
37, 107
38, 113
39, 106
40, 108
41, 107
42, 110
43, 105
44, 107
45, 106
46, 106
47, 104
48, 106
49, 112
50, 109
51, 113
52, 106
53, 110
54, 103
55, 110
56, 105
57, 110
58, 112
59, 111
60, 109
61, 113
62, 113
63, 104
64, 106
65, 126
66, 110
67, 110
68, 113
69, 105
70, 112
71, 108
72, 108
73, 114
74, 108
75, 110
76, 108
77, 104
78, 105
79, 109
80, 103
81, 108
82, 106
83, 103
84, 106
85, 103
86, 109
87, 114
88, 105
89, 107
90, 112
91, 112
92, 106
93, 104
94, 105
95, 111
96, 114
97, 105
98, 108
99, 108
100, 111
