1, 109
2, 115
3, 104
4, 105
5, 111
6, 104
7, 108
8, 111
9, 110
10, 104
11, 105
12, 103
13, 105
14, 105
15, 102
16, 106
17, 105
18, 104
19, 106
20, 107
21, 105
22, 109
23, 104
24, 108
25, 106
26, 123
27, 105
28, 108
29, 105
30, 102
31, 103
32, 104
33, 105
34, 106
35, 112
36, 107
37, 105
38, 108
39, 102
40, 108
41, 104
42, 106
43, 107
44, 111
45, 105
46, 105
47, 107
48, 106
49, 105
50, 106
51, 105
52, 103
53, 108
54, 105
55, 113
56, 111
57, 106
58, 107
59, 109
60, 108
61, 104
62, 105
63, 102
64, 114
65, 103
66, 109
67, 103
68, 105
69, 108
70, 106
71, 108
72, 107
73, 108
74, 104
75, 106
76, 106
77, 106
78, 104
79, 106
80, 109
81, 106
82, 109
83, 108
84, 107
85, 185
86, 105
87, 105
88, 107
89, 105
90, 107
91, 107
92, 105
93, 106
94, 105
95, 107
96, 104
97, 104
98, 106
99, 108
100, 103
